createur,contenus_commerciaux,labels,premiere_date,derniere_date,releve_le
abdulmananahmadz9,141,Paid Partnership,20221203,20230527,2026-08-29
afghan.masiqullah,140,Paid Partnership,20221005,20230529,2026-08-29
user6316032448802,140,Paid Partnership,20230115,20230719,2026-08-29
aka_mujib,139,Paid Partnership,20221108,20230512,2026-08-29
shah_wali12,139,Paid Partnership,20221206,20230531,2026-08-29
maher_faheem_130,137,Paid Partnership,20221009,20230526,2026-08-29
imageprodtv,137,Paid Partnership,20221126,20230626,2026-08-29
muhammadriaz3000,136,Paid Partnership,20221018,20230528,2026-08-29
sharwari_gujar,136,Paid Partnership,20221216,20230723,2026-08-29
usman_gonda1,135,Paid Partnership,20221002,20230731,2026-08-29
rock..star...r.k,135,Paid Partnership,20221203,20230708,2026-08-29
saithumar910,135,Paid Partnership,20230404,20230729,2026-08-29
alialialia37,134,Paid Partnership,20221002,20230506,2026-08-29
nilimahaider,132,Paid Partnership,20221002,20230707,2026-08-29
sulimannazari969,132,Paid Partnership | Promotional Content,20230216,20230827,2026-08-29
2344marjan,132,Paid Partnership | Promotional Content,20230429,20230930,2026-08-29
ikhlaskhiraqi,131,Paid Partnership | Promotional Content,20221027,20230918,2026-08-29
ramonaodica,131,Paid Partnership,20221026,20230325,2026-08-29
lonelylife0777,131,Paid Partnership,20221116,20230529,2026-08-29
jeux.actu,131,Paid Partnership | Promotional Content,20230224,20230731,2026-08-29
imranniaziafghan59,130,Paid Partnership,20221002,20230728,2026-08-29
ahmadzahir013,130,Paid Partnership,20221202,20230706,2026-08-29
junaidawan8065,129,Paid Partnership,20230327,20230723,2026-08-29
learning.fr,127,Paid Partnership | Promotional Content,20221001,20230930,2026-08-29
yasirabbas338,125,Paid Partnership,20221004,20230730,2026-08-29
phyokabar3,125,Paid Partnership,20230326,20230826,2026-08-29
josephjesiah,124,Paid Partnership,20221006,20230731,2026-08-29
khairullahzazai,124,Paid Partnership,20230108,20230819,2026-08-29
hashmatsafi3,123,Paid Partnership | Promotional Content,20221006,20230918,2026-08-29
amir_5093,123,Paid Partnership,20221201,20230428,2026-08-29
naveednido21,122,Paid Partnership,20221003,20230622,2026-08-29
dyzsi3id75mp,122,Paid Partnership | Promotional Content,20230103,20230913,2026-08-29
alrbroken02,121,Paid Partnership,20221002,20230620,2026-08-29
oranfennec.dz,121,Paid Partnership,20221016,20230804,2026-08-29
tahseenm222,121,Paid Partnership,20230422,20230722,2026-08-29
ex.relax1,119,Paid Partnership | Promotional Content,20230331,20230911,2026-08-29
ahasnmehar75300,118,Paid Partnership,20221004,20230721,2026-08-29
nematullah961,118,Paid Partnership | Promotional Content,20230106,20230731,2026-08-29
lucie_croft,116,Paid Partnership,20221014,20230524,2026-08-29
mg_off_94,115,Paid Partnership,20230523,20230616,2026-08-29
lespilotesdudimanche,115,Paid Partnership | Promotional Content,20230601,20230929,2026-08-29
arifabikzad03,114,Paid Partnership,20221004,20230728,2026-08-29
saeedkhan44302,113,Paid Partnership,20221001,20230731,2026-08-29
healthy_et_gourmandises,112,Paid Partnership,20221103,20230912,2026-08-29
93.amaal,110,Paid Partnership,20221001,20230920,2026-08-29
paris.king22,108,Paid Partnership,20221022,20230529,2026-08-29
maliksohail433,108,Paid Partnership,20221023,20230731,2026-08-29
epicurieux,107,Paid Partnership,20221004,20230928,2026-08-29
zenushow100k,107,Paid Partnership,20221004,20230930,2026-08-29
arwaaaax_777,107,Paid Partnership,20221114,20230702,2026-08-29
jordansgh_officiel,106,Paid Partnership,20221006,20230618,2026-08-29
hameedahmadzai12,106,Paid Partnership,20221008,20230730,2026-08-29
yousaf.jan999,106,Paid Partnership,20221001,20230730,2026-08-29
user3321381478130,105,Paid Partnership,20221009,20230312,2026-08-29
petitosdefleur,105,Paid Partnership,20221017,20230420,2026-08-29
moktarkhan20,105,Paid Partnership,20221006,20230217,2026-08-29
m.zalmai,105,Paid Partnership,20221015,20230512,2026-08-29
ibnegulam,105,Paid Partnership,20230213,20230406,2026-08-29
delale_49_,104,Paid Partnership,20221010,20230513,2026-08-29
ahmedmijan08,102,Paid Partnership,20221001,20230403,2026-08-29
nadeemalli10,102,Paid Partnership,20221003,20230717,2026-08-29
onlysporttop,102,Paid Partnership,20230704,20230728,2026-08-29
mama_king2020,101,Paid Partnership | Promotional Content,20221001,20230728,2026-08-29
hamzalove292jabarkhel,101,Paid Partnership,20221002,20230731,2026-08-29
masomamasoma735,101,Paid Partnership,20221215,20230503,2026-08-29
focus2024__,101,"Promotional Content | Promotional Content @alianachou,franceculture,senegal7tv | Promotional Content @diadianails,nouroudiine | Promotional Content @dijafashion03,nouroudiine | Promotional Content @edu_bouba | Promotional Content @franceculture,lapolitique_senegal,pulsesenegal,senegal7tv,franceinfo,eforsenegal,nouroudiine,alianachou,france.tv | Promotional Content @lysalapastefienne27 | Promotional Content @nouroudiine | Promotional Content @nouroudiine,diadianails",20230702,20230909,2026-08-29
madhavdamas,100,Paid Partnership,20221202,20230724,2026-08-29
alimohammadkhostwal,100,Paid Partnership,20230306,20230810,2026-08-29
abdulrehman15722,100,Paid Partnership | Promotional Content,20230402,20230730,2026-08-29
imran_shahzad7,99,Paid Partnership,20221007,20230529,2026-08-29
appodurani,99,Paid Partnership,20221008,20230729,2026-08-29
muhammadali99013,99,Paid Partnership,20221017,20230606,2026-08-29
razaafg313,99,Paid Partnership,20221204,20230613,2026-08-29
musiquesdumonde7,99,Paid Partnership | Promotional Content,20230314,20230910,2026-08-29
mdahmedyousuf02,98,Paid Partnership,20230127,20230413,2026-08-29
lofar_halak1134,97,Paid Partnership | Promotional Content,20221001,20230728,2026-08-29
kochni..__..khan01,97,Paid Partnership,20221001,20230728,2026-08-29
vairall1,97,Paid Partnership | Promotional Content,20221003,20230801,2026-08-29
amadhassan2023,97,Paid Partnership,20221203,20230728,2026-08-29
_.mamali,96,Paid Partnership,20230609,20230929,2026-08-29
4ib_gangsta,95,Paid Partnership,20221002,20230209,2026-08-29
hotak57m,95,Paid Partnership,20221028,20230730,2026-08-29
alphaboy_6,95,Paid Partnership,20221203,20230823,2026-08-29
imran705khan,95,Paid Partnership | Promotional Content,20230315,20230731,2026-08-29
mggang90,95,Paid Partnership,20230502,20230611,2026-08-29
emoooo387,94,Paid Partnership,20221001,20230304,2026-08-29
naseebjan938,94,Paid Partnership,20221009,20230502,2026-08-29
vahinelegance,94,Paid Partnership,20221120,20230925,2026-08-29
rahman_maroof,94,Paid Partnership,20230209,20230719,2026-08-29
pachakhan303,93,Paid Partnership,20221003,20230530,2026-08-29
abuzarjanii22,92,Paid Partnership | Promotional Content,20221002,20230729,2026-08-29
sayedkamal088,91,Paid Partnership,20221002,20230311,2026-08-29
jolyana93,91,Paid Partnership,20230510,20230731,2026-08-29
malaa.81,90,Paid Partnership,20221001,20230704,2026-08-29
atalafgahn14,90,Paid Partnership,20221004,20230703,2026-08-29
qudratullah4t4,89,Paid Partnership,20221004,20230721,2026-08-29
bellabelloshop,89,Paid Partnership,20221123,20230619,2026-08-29
jack.gaming0,89,Paid Partnership,20221201,20230127,2026-08-29
viedesmigrants,89,Paid Partnership | Promotional Content,20230706,20230914,2026-08-29
hadihussian12,88,Paid Partnership,20221004,20230731,2026-08-29
username74100,87,Paid Partnership,20221005,20230708,2026-08-29
tarinkhan6738,87,Paid Partnership,20221026,20230312,2026-08-29
niazi.s7,87,Paid Partnership,20230109,20230729,2026-08-29
historiography.channel,87,Paid Partnership,20230510,20230929,2026-08-29
iriedcob1r7,86,Paid Partnership,20230420,20230504,2026-08-29
maysammoradi0m,85,Paid Partnership,20221001,20230722,2026-08-29
jimskbumpinou,85,Paid Partnership,20221203,20230530,2026-08-29
ubaidasif00,85,Paid Partnership,20230304,20230530,2026-08-29
hanzla_qureshii,85,Paid Partnership,20230324,20230727,2026-08-29
rigoladetv.fr,84,Paid Partnership,20221130,20230507,2026-08-29
ayuobkhan735,84,Paid Partnership | Promotional Content,20221205,20230704,2026-08-29
darkcrowperknight,83,Paid Partnership,20221003,20230518,2026-08-29
virk.raheel,83,Paid Partnership | Promotional Content,20221001,20230725,2026-08-29
theycallmefadii_03,83,Paid Partnership,20221004,20230203,2026-08-29
mohomed_diakaarmani,82,Paid Partnership,20221209,20230723,2026-08-29
ismail_pattambi,82,Paid Partnership | Promotional Content,20230614,20230826,2026-08-29
raees_kochi,81,Paid Partnership,20221013,20230712,2026-08-29
zardad9900,81,Paid Partnership | Promotional Content,20221017,20230720,2026-08-29
kodikhel1,81,Paid Partnership,20221001,20230529,2026-08-29
bolerohaynhathomnay,81,Paid Partnership,20230425,20230927,2026-08-29
qurishi101,81,Paid Partnership | Promotional Content,20230409,20230730,2026-08-29
mo7rrr,80,Paid Partnership,20221007,20230928,2026-08-29
learn_french_language,80,Paid Partnership,20230316,20230417,2026-08-29
afef_events_montecarlo,80,Paid Partnership | Promotional Content,20230521,20230715,2026-08-29
samar_tv5,80,Paid Partnership,20230523,20230731,2026-08-29
hassanjutt5460,79,Paid Partnership,20221005,20230717,2026-08-29
nawabjutt807,79,Paid Partnership,20221002,20230530,2026-08-29
zawletay,79,Paid Partnership | Promotional Content,20221217,20230804,2026-08-29
pardesiiiii786,79,Paid Partnership,20221209,20230728,2026-08-29
mustafapashteen1,78,Paid Partnership | Promotional Content,20221003,20230712,2026-08-29
maiwand__62,78,Paid Partnership,20221002,20230729,2026-08-29
tazagulomarkhil,78,Paid Partnership,20221003,20230731,2026-08-29
laibaaghan3,77,Paid Partnership,20221001,20221226,2026-08-29
porya.hamraz32,77,Paid Partnership,20230210,20230713,2026-08-29
sifatullahafghan00,77,Paid Partnership,20230317,20230416,2026-08-29
obsee..fiqiir....9,77,Paid Partnership,20230428,20230731,2026-08-29
samju_rai1,77,Paid Partnership | Promotional Content,20230625,20230911,2026-08-29
ma.ssi.94,77,Paid Partnership | Promotional Content,20230817,20230930,2026-08-29
alikobir13,76,Paid Partnership,20221002,20230305,2026-08-29
zahidafghan306,76,Paid Partnership,20221001,20230723,2026-08-29
noridoormanedit,76,Paid Partnership,20221008,20230308,2026-08-29
zepeto_junoir,76,Paid Partnership,20221002,20230211,2026-08-29
pierrelennonsouchon,75,Paid Partnership | Promotional Content,20221016,20230930,2026-08-29
brandylee476,75,Promotional Content,20230326,20230731,2026-08-29
menanak_alak4,74,Paid Partnership,20221003,20230807,2026-08-29
_kalinabeauty,74,Paid Partnership,20221018,20230801,2026-08-29
karimkhankarimi1,73,Paid Partnership | Promotional Content,20221001,20230801,2026-08-29
alyanimtiaz1983,73,Paid Partnership | Promotional Content,20221002,20230731,2026-08-29
freefiresami8,73,Paid Partnership,20221010,20230527,2026-08-29
leclassics_,73,Paid Partnership,20230520,20230916,2026-08-29
jazonslk,72,Paid Partnership,20221001,20230702,2026-08-29
s.h.a.h.i.dkhan,72,Paid Partnership | Promotional Content,20221001,20230729,2026-08-29
wk8om,72,Paid Partnership,20230302,20230729,2026-08-29
nghienreviewdongvat1,72,Promotional Content,20230721,20230929,2026-08-29
rk__19khan,70,Paid Partnership,20221001,20230804,2026-08-29
khamooshhalak34,70,Paid Partnership,20221001,20230510,2026-08-29
13or210e,70,Paid Partnership | Promotional Content,20221114,20230829,2026-08-29
talibotiktok,70,Promotional Content,20221117,20230612,2026-08-29
kamranalig3,70,Paid Partnership,20230217,20230512,2026-08-29
ahmad_____430,69,Paid Partnership | Promotional Content,20221001,20230728,2026-08-29
biwafa_janan99,69,Paid Partnership,20221001,20230126,2026-08-29
5783129cty,69,Paid Partnership,20230427,20230531,2026-08-29
kashiiii41,68,Paid Partnership,20221002,20230730,2026-08-29
8777love,68,Paid Partnership,20221004,20230722,2026-08-29
hamedmeite7,68,Paid Partnership,20221024,20230731,2026-08-29
mdjoynal1064,68,Paid Partnership | Promotional Content,20221002,20230720,2026-08-29
hawwiahmed0,68,Paid Partnership,20221018,20230531,2026-08-29
nanou.fille.du.vent,68,Paid Partnership | Promotional Content,20221114,20230831,2026-08-29
bilalpaghman5,68,Paid Partnership | Promotional Content,20221203,20230727,2026-08-29
lipa__parvin_96,68,Paid Partnership,20221218,20230120,2026-08-29
gujjarzadii86,67,Paid Partnership,20221008,20230330,2026-08-29
roi.julien,67,Promotional Content,20221203,20230924,2026-08-29
haji_matiullah,67,Paid Partnership,20230122,20230711,2026-08-29
arezo335,67,Paid Partnership | Promotional Content,20230427,20230702,2026-08-29
ansarranjhamandialla,66,Paid Partnership,20221005,20230321,2026-08-29
saddrkhan625,66,Paid Partnership | Promotional Content,20221001,20230727,2026-08-29
aanopw9s,66,Paid Partnership,20221201,20230204,2026-08-29
shansajjad002,66,Paid Partnership,20230314,20230901,2026-08-29
fanscristiano02,66,Paid Partnership | Promotional Content,20230531,20230731,2026-08-29
omidaltaf9,65,Paid Partnership,20221001,20230615,2026-08-29
leo_hazara313,65,Paid Partnership,20221003,20230728,2026-08-29
afghancommando010203,65,Paid Partnership,20221030,20230521,2026-08-29
isalmividio,65,Paid Partnership,20221205,20230615,2026-08-29
ahmedbouy78,65,Paid Partnership,20230313,20230629,2026-08-29
afghanlion2020,65,Paid Partnership | Promotional Content,20230413,20230929,2026-08-29
adembilal62,65,Paid Partnership,20230512,20230729,2026-08-29
moment_ludique,64,Paid Partnership,20221002,20230917,2026-08-29
afg.nds...001,64,Paid Partnership,20221007,20230731,2026-08-29
khan_56771,64,Paid Partnership | Promotional Content,20221001,20230718,2026-08-29
lhommefaitpeine,64,Promotional Content,20230214,20230403,2026-08-29
0093drnajibullah,64,Paid Partnership,20230305,20230901,2026-08-29
foot_sport527,64,Paid Partnership | Promotional Content,20230311,20230801,2026-08-29
leeso.hee,64,Promotional Content,20230630,20230826,2026-08-29
ange.liautard,63,Paid Partnership,20221010,20230912,2026-08-29
mohammadmunna73,63,Paid Partnership,20221001,20230726,2026-08-29
najeebullahahmadzai1,63,Paid Partnership,20221001,20230714,2026-08-29
poryahamraz32,63,Paid Partnership,20221001,20230209,2026-08-29
realmarieonstar,63,Paid Partnership,20221211,20230311,2026-08-29
majedahmedmahin,63,Paid Partnership,20230102,20230408,2026-08-29
0.hmu,63,Paid Partnership | Promotional Content,20230818,20230930,2026-08-29
fahimsafi51,62,Paid Partnership,20221001,20230721,2026-08-29
jaanpaktiawal8,62,Paid Partnership | Promotional Content,20221204,20230723,2026-08-29
yasirrahi33,62,Paid Partnership,20221214,20230529,2026-08-29
fadi...11,62,Paid Partnership,20230311,20230731,2026-08-29
luckyabdullahwafakoko,62,Paid Partnership,20230327,20230704,2026-08-29
mahmoud_momo_1,62,Paid Partnership,20230427,20230902,2026-08-29
nomitypist.09,62,Paid Partnership,20230310,20230731,2026-08-29
harir225,62,Paid Partnership,20230511,20230731,2026-08-29
sadalekwal9999,62,Paid Partnership,20230617,20230731,2026-08-29
nds.sargar,61,Paid Partnership,20221001,20221031,2026-08-29
arbaki.khalqi0,61,Paid Partnership,20221001,20230712,2026-08-29
salman.fr,61,Paid Partnership,20221003,20230727,2026-08-29
desistyle786,61,Paid Partnership,20221021,20230609,2026-08-29
sifatullahdeldar,61,Paid Partnership,20221001,20230317,2026-08-29
nana2losangeles,61,Paid Partnership | Promotional Content,20230216,20230519,2026-08-29
daliitounsi,60,Paid Partnership,20221002,20230530,2026-08-29
salludhariwal027,60,Paid Partnership,20221002,20230721,2026-08-29
afganningraharay,60,Paid Partnership,20221201,20230324,2026-08-29
.noran.shah.804,60,Paid Partnership,20221225,20230725,2026-08-29
_pjr._.001,60,Paid Partnership,20230129,20230614,2026-08-29
0ayshahussain,60,Paid Partnership,20230505,20230810,2026-08-29
wahidullah6685,60,Paid Partnership,20230503,20230731,2026-08-29
ashaqmulazada,59,Paid Partnership,20230117,20230530,2026-08-29
samir12wcg,59,Paid Partnership | Promotional Content,20230224,20230823,2026-08-29
myssyjym,58,Paid Partnership,20221005,20230901,2026-08-29
samandarhamdard3,58,Paid Partnership,20221001,20230710,2026-08-29
zahidafghan545,58,Paid Partnership,20221001,20230728,2026-08-29
haroontanha585,58,Paid Partnership,20221002,20230207,2026-08-29
mr_zayn2003,58,Paid Partnership,20221003,20230722,2026-08-29
shahzadahalak,58,Paid Partnership,20230130,20230508,2026-08-29
f.b.i_1_,58,Paid Partnership | Promotional Content,20230224,20230729,2026-08-29
ajo_me,57,Paid Partnership,20221010,20230910,2026-08-29
afghan009393,57,Paid Partnership,20221001,20230528,2026-08-29
afgpashton3,57,Paid Partnership,20230114,20230702,2026-08-29
good_vibes_lolo_31,57,Paid Partnership | Promotional Content,20230310,20230824,2026-08-29
prince_kumaraya,57,Paid Partnership | Promotional Content,20230328,20230726,2026-08-29
v.content8817439626997,57,Paid Partnership,20230314,20230521,2026-08-29
infos2t,57,Promotional Content,20230501,20230902,2026-08-29
manon__pasquier,56,Paid Partnership,20221004,20230914,2026-08-29
saphoo,56,Paid Partnership,20221004,20230927,2026-08-29
511420tizab1,56,Paid Partnership,20221021,20230622,2026-08-29
hayatullahqarabag,56,Paid Partnership,20221016,20230730,2026-08-29
javedtanha452,56,Paid Partnership,20221002,20230731,2026-08-29
nadarzahir975,56,Paid Partnership,20221014,20230729,2026-08-29
dr___janan,56,Paid Partnership,20221203,20230330,2026-08-29
zargou_bf,56,Paid Partnership,20230507,20230824,2026-08-29
imranpti884,56,Paid Partnership,20230509,20230813,2026-08-29
abdourahmane.55,55,Paid Partnership,20221003,20230117,2026-08-29
_icyafguns_,55,Paid Partnership,20221004,20230829,2026-08-29
mansur444466,55,Paid Partnership,20221003,20230531,2026-08-29
marshobart,55,Paid Partnership,20221001,20230502,2026-08-29
rais..almas,55,Paid Partnership | Promotional Content,20221008,20230731,2026-08-29
amir.hedayatullah,55,Paid Partnership,20221008,20230605,2026-08-29
afghanbarakzai0,55,Paid Partnership,20221009,20230203,2026-08-29
qaderi7860,55,Paid Partnership | Promotional Content,20230115,20230709,2026-08-29
mohamedcamara9028,55,Paid Partnership,20230424,20230603,2026-08-29
fairouz39a_photograph,55,Paid Partnership,20230605,20230727,2026-08-29
udinkun_2781,54,Paid Partnership,20221001,20230713,2026-08-29
iam_adeli,54,Paid Partnership,20221003,20230531,2026-08-29
tahirmuhammadnaeem,54,Paid Partnership,20221003,20230607,2026-08-29
mr_khaksarr,54,Paid Partnership | Promotional Content,20221001,20230705,2026-08-29
kalil12za,54,Paid Partnership,20230425,20230510,2026-08-29
noorkhanofficial25,54,Paid Partnership,20230730,20230911,2026-08-29
talibsha7,53,Paid Partnership,20221003,20230922,2026-08-29
marion6800,53,Paid Partnership,20221008,20230416,2026-08-29
a20dawlatzai,53,Paid Partnership,20221002,20230526,2026-08-29
hamidnicetour,53,Paid Partnership | Promotional Content,20221002,20230731,2026-08-29
imranshinwari174,53,Paid Partnership | Promotional Content,20230214,20230726,2026-08-29
hayat__jan001,53,Paid Partnership,20230328,20230710,2026-08-29
_kok4yen_,53,Paid Partnership,20230319,20230821,2026-08-29
univers_natures,53,Paid Partnership,20230711,20230927,2026-08-29
lallabouya84,52,Paid Partnership,20221007,20230630,2026-08-29
raeesbaghlani2,52,Paid Partnership,20221001,20230721,2026-08-29
user711441504270,52,Paid Partnership,20221024,20230722,2026-08-29
sahrai0302,52,Paid Partnership,20221018,20230609,2026-08-29
badamala108,52,Paid Partnership,20221211,20230530,2026-08-29
parwez343,52,Paid Partnership,20230213,20230524,2026-08-29
marokia32,52,Paid Partnership | Promotional Content,20230606,20230929,2026-08-29
ma_lyam.23,51,Paid Partnership,20221005,20221212,2026-08-29
pashtoons01,51,Paid Partnership,20221016,20230729,2026-08-29
jahid_2626,51,Paid Partnership,20221002,20230205,2026-08-29
sultannn330,51,Paid Partnership,20221006,20230703,2026-08-29
curieuxlive,51,Paid Partnership,20221208,20230922,2026-08-29
pashai18,51,Paid Partnership,20221204,20230517,2026-08-29
avisdekeichii,51,Paid Partnership,20221203,20230719,2026-08-29
azatuallah.malakhil,51,Paid Partnership | Promotional Content,20221213,20230718,2026-08-29
bakary711,51,Paid Partnership,20230407,20230821,2026-08-29
malikraza6775,51,Paid Partnership,20230311,20230728,2026-08-29
ali_attitudes.com,51,Paid Partnership,20230330,20230420,2026-08-29
maisam_toori12,50,Paid Partnership,20221014,20230727,2026-08-29
afghanzadaran,50,Paid Partnership,20221001,20230531,2026-08-29
hotakhotak302,50,Paid Partnership,20221010,20230720,2026-08-29
tanhamusafer19,50,Paid Partnership,20221007,20230415,2026-08-29
fahimahmedjg,50,Paid Partnership,20221015,20230501,2026-08-29
queennaomieofcl3,50,Paid Partnership,20221004,20230529,2026-08-29
.s.t.r.a.n.i.k,50,Paid Partnership,20221007,20230917,2026-08-29
colliourelive,50,Paid Partnership,20230127,20230424,2026-08-29
afghanistanafghan051,50,Paid Partnership,20230331,20230516,2026-08-29
sami.ra50,50,Paid Partnership,20230531,20230731,2026-08-29
shorokda2,50,Paid Partnership,20230616,20230728,2026-08-29
la.aman93,50,Paid Partnership | Promotional Content,20230715,20230810,2026-08-29
waseem___shahzad786,49,Paid Partnership,20221002,20230413,2026-08-29
zamanmia995,49,Paid Partnership,20221003,20230704,2026-08-29
rafainjaimanorafainjai,49,Paid Partnership | Promotional Content,20221009,20230906,2026-08-29
hamzaii_boss,49,Paid Partnership,20221002,20230911,2026-08-29
bulbulrajpoot477,49,Paid Partnership,20221001,20230529,2026-08-29
islamictv384,49,Paid Partnership,20221126,20230512,2026-08-29
ciroco_du13,49,Paid Partnership,20221228,20230305,2026-08-29
junaidkhan78667,49,Paid Partnership | Promotional Content,20230201,20230731,2026-08-29
hasibarab4,49,Paid Partnership,20230411,20230731,2026-08-29
myself_sahi,49,Paid Partnership,20230413,20230830,2026-08-29
gaspanomoko,49,Paid Partnership | Promotional Content,20230512,20230726,2026-08-29
