commanditaire,type_de_commanditaire,secteur,groupe_parent,vitrine,alias_observe,contenu_url,date_publication,nombre_de_vues,statut_collaboration,nom_influenceur,plateforme,alias_influenceur,nombre_abonnes,type_de_createur,nature_de_la_ligne,canal_de_detection,degre_de_certitude,verifie_par_humain,titre_du_contenu
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=UmOX0mcPQc0,2021-02-22,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : Le Maroilles
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=UmOX0mcPQc0,2021-02-22,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : Le Maroilles
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=tHQrx45zyEY,2021-01-26,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Camembert de Normandie
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=tHQrx45zyEY,2021-01-26,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Camembert de Normandie
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=Wr14i-wCeAo,2020-12-28,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Bleu d'Auvergne
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=Wr14i-wCeAo,2020-12-28,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Bleu d'Auvergne
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=qU_z2S04XMg,2020-12-08,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Comté
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=qU_z2S04XMg,2020-12-08,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : le Comté
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=T4-nrdURwls,2020-10-12,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : Le Reblochon
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=T4-nrdURwls,2020-10-12,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Morgan VS découvre les AOP : Le Reblochon
CNIEL,interprofession,,,Produits Laitiers,,https://www.youtube.com/watch?v=vayWBJrDUvY,2019-07-26,,ancien,Morgan VS,YouTube,@morgan.niquet,249K,createur de contenu,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"L’AOP & Curious : Morgan VS, Youtubeur"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=d8TT5o_JHFc,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E4 – Les origines du Foie Gras, par Pierre Chomet !"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=wVdh91ToTAk,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels -E3 –Les différents types de Foie Gras par Pierre Chomet et Marie, productrice"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=f46ra0lBtEo,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E4 - Le Foie Gras, un savoir-faire ancestral"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=sH7ErZXvGi8,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E4 - Pinchos de Foie Gras poêlé par Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=rmKPqAkMWtY,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E4 - Recette de Foie Gras poêlé par Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=alOO19HKUCg,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E3 - Toast de Foie Gras au torchon, par Pierre Chomet"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=iQiIiEq-7x8,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E3 - Recette originale à base de Foie Gras, par Pierre Chomet"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=ioMFTPXq-bY,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Foie Gras in Reels - E3 – The Origins of Foie Gras, by Pierre Chomet!"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=HSQjMKf4E84,2025-10-13,,recent,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Foie Gras in Reels-E4 –The Different Types of Foie Gras with Pierre Chomet and Marie, a producer"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=3UVpczAdqok,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Foie Gras in Reels - E2 - Animal welfare and quality products from Pierre Chomet's restaurant
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=6rs_MTPPZYQ,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Foie Gras in Reels - E1 - Understanding fattening... straight from the grocery store!
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=9mIT5DvzKXw,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E2 - Foie Gras poêlé et son mole de cacao préparé par Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=BeAiAmp8xIU,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E1 - L'apéro toasté de Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=CezAfe-Wf3U,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E2 - Foie Gras pôelé et mole de cacao par Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=qh8lUtai-TU,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E1 - L'apéro toasté de Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=TFI-h4QL7pE,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E2 - Kévin, producteur Landais, présente son élevage"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=8kICaxJft1E,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,"Le Foie Gras en Reels - E1 - Vincent, vétérinaire, explique l'engraissement des oies et canards"
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=gOvwTMdBZxY,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels-E2- Bien-être animal et produit de qualité en direct du resto de Pierre Chomet
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=NsKILogB1E0,2024-10-10,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Le Foie Gras en Reels - E1 - Comprendre l'engraissement... en direct de l'épicerie !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=PPE6uoiKEn0,2024-02-26,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Suivez Pierre Chomet et Mathias Marc sur la route du Foie Gras !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=bSgfJ_WCi5c,2022-11-21,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,On the road to Foie Gras - E6 : Foie Gras: from the lobe to the plate!
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=Cz0WJ8ikruc,2022-11-21,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras - E6 :  Le Foie Gras : du lobe à l’assiette !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=dGSfmMUVsCQ,2022-11-21,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras - E6 :  Le Foie Gras : du lobe à l’assiette !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=PqIh7VcaKZU,2022-11-14,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,On the road to Foie Gras  - E5: General tour!
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=D2EzU7cA6l4,2022-11-14,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras - E5 : Tournée générale !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=tIV0KO_abu0,2022-11-14,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras - E5 : Tournée générale !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=K9a5HLous7Y,2021-10-28,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras – E2 : En cuisine avec Matthias Marc et Pierre Chomet !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=vbJYDoY2Uy8,2021-10-28,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,On the road to Foie Gras – E1: Discovering the farming
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=c4jikMdgTPg,2021-10-28,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras – E2 : En cuisine avec Matthias Marc et Pierre Chomet !
CIFOG,interprofession,,,LE FOIE GRAS,,https://www.youtube.com/watch?v=H4k9EW7a_tQ,2021-10-28,,ancien,Pierre Chomet,YouTube,,937K,chef ou restaurateur,collaboration avec un tiers,chaine du commanditaire,lien commercial documente,oui,Rencontres sur la route du Foie Gras – E1 : A la découverte de l'élevage
Laitflix,vitrine,,CNIEL,Laitflix,,https://www.facebook.com/926009000591791,2026-03-16,,recent,Philippine Jaillet,Instagram,@philippinejaillet,16.4K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Avant-dernier épisode de la série « CHAUD! », et la pression monte d’un cran. Cette fois, la brigade prend ses quartiers"
Laitflix,vitrine,,CNIEL,Laitflix,,https://www.facebook.com/926009000591791,2026-02-26,,recent,Jeffrey Cagnes,Instagram,@jeffreycagnes,,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,C’est au tour de @jeffreycagnes de challenger la brigade CHAUD! Le chef pâtissier débarque à Saint-Etienne pour cuisiner
Laitflix,vitrine,,CNIEL,Laitflix,,https://www.facebook.com/926009000591791,2026-02-13,,recent,Jorick Dorignac,Instagram,@jorickdorignac,96.6K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Le chef @jorickdorignac se rend sur la ferme de Bruno en Isère. Le défi : apprendre à traire les vaches puis cuisiner au
Laitflix,vitrine,,CNIEL,Laitflix,,https://www.facebook.com/926009000591791,2026-02-11,,recent,Jorick Dorignac,Instagram,@jorickdorignac,96.6K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Le chef @jorickdorignac se rend sur la ferme de Bruno en Isère. Le défi : apprendre à traire les vaches puis cuisiner au
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-11-04,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Des tapas gourmands avec du Foie Gras Poêlé ? C'est oui 😍 Mais cuisinés généreusement par notre Chef ambassadeur Pierre 
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-11-04,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Direction Dax, capitale landaise du Foie Gras 😌 Notre Chef ambassadeur Pierre Chomet  part à la rencontre de Marie Lesco"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-11-04,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Des tapas gourmands avec du Foie Gras Poêlé ? C'est oui 😍 Mais cuisinés généreusement par notre Chef ambassadeur Pierre 
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-11-04,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Direction les fourneaux 🔥 Pierre Chomet invite ses convives en cuisine pour leur apprendre à réaliser ses pinchos de Foi
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-11-04,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Sous les halles de Dax, Pierre Chomet prépare une recette aussi élégante que gourmande en compagnie d’un jeune couple  e"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-30,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Direction Dax, capitale landaise du Foie Gras 😌 Notre Chef ambassadeur Pierre Chomet  part à la rencontre de Marie Lesco"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Place à la dégustation 😍 Le jeune couple savoure la tartine imaginée par Pierre Chomet : un mariage parfait entre le fon
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Ambiance conviviale au bar à tapas ! Pierre Chomet fait découvrir à ses convives un pincho gourmand au Foie Gras poêlé ,"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Sur le marché de Dax, un couple rencontre Pierre Chomet et une jeune productrice  passionnée de Foie Gras 🦆 Entre tradit"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Sous les halles de Dax, Pierre Chomet prépare une recette aussi élégante que gourmande en compagnie d’un jeune couple  e"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,"Un groupe d’amis pousse la porte de TINA, bar à tapas de Pierre Chomet. Le chef vient à leur rencontre et leur fait déco"
Fan de Foie Gras,vitrine,,CIFOG,Fan de Foie Gras,,https://www.facebook.com/1456609077939432,2025-10-29,,recent,Pierre Chomet,Instagram,,937K,chef ou restaurateur,collaboration avec un tiers,publicite payee,lien commercial documente,oui,Direction les fourneaux 🔥 Pierre Chomet invite ses convives en cuisine pour leur apprendre à réaliser ses pinchos de Foi
,,,,,,,,,,Quentin Mauro,Instagram,@quentinmaur0,98K,chef ou restaurateur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Guillaume Sanchez,Instagram,@onsanchaise,174K,chef ou restaurateur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Ragnar Le Breton,Instagram,@ragnar_le_breton_,1.1M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Amine (@Aminematue),Instagram,@aminematue,1.5M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Nino Arial,Instagram,@ninoarial,1.7M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Loris,Instagram,@loris.giuliano,1.2M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Danielle,,,,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Anthony Lastella,YouTube,@AnthonyLastella,376K,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Hugo Tout Seul,YouTube,@HugoToutSeul,2.13M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Medine,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Hakim Jemili,,,,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,TOKOU,YouTube,@tokou6055,,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Loris (LORIS GIULIANO),,,,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Gaelle Garcia Diaz,YouTube,@gaellegarciadiaz1,2.03M,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Alkpote,YouTube,@alkpote,288K,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,KIKESA,YouTube,@kikesaoff,484K,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Jok'air,YouTube,@BigDaddyJokAir,781K,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Roi Heenok,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Philippe Katerine,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Caballero & JeanJass,YouTube,@caballerojeanjass,532K,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Seth Gueko,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,47Ter,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Haristone,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Youssoupha,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Lino,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Oxmo Puccino,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Remy,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Pirate,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,S.Pri Noir,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Still Fresh,,,,humoriste ou rappeur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Chef Pincemin,YouTube,@Xavier_Pincemin,246K,createur de contenu,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Cyril Lignac,,,,chef ou restaurateur,collaboration avec un tiers,site du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,LES JONES,,,,createur de contenu (youtubeur,collaboration avec un tiers,chaine du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Mister V diffusé le vendredi,,,,,collaboration avec un tiers,chaine du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,MISTER V Redécouvrez la pub T,,,,,collaboration avec un tiers,chaine du lobby,"createur valide, contenu a rattacher",oui,
,,,,,,,,,,Mister V Vous nous l'aviez de,,,,,collaboration avec un tiers,chaine du lobby,"createur valide, contenu a rattacher",oui,
